Id,Sales
1,4324.2744
2,7238.5693
3,8610.546
4,6855.5747
5,7228.071
6,5688.2734
7,7416.8984
8,7835.3857
9,4776.1377
10,5854.2925
11,6967.0835
12,8438.191
13,7076.041
14,9196.885
15,5185.707
16,4690.7095
17,5750.8115
18,9866.776
19,10481.793
20,9245.285
21,7999.6167
22,4450.6377
23,5713.071
24,4442.3706
25,8065.5654
26,11125.947
27,9344.902
28,5947.4854
29,5351.303
30,3940.9026
31,5833.9326
32,10702.254
33,6621.9844
34,5359.6567
35,5144.2383
36,7965.784
37,3532.5828
38,8116.5645
39,4341.4175
40,6468.918
41,6280.939
42,5360.1406
43,8435.95
44,6526.0044
45,4742.4253
46,7016.5737
47,7508.957
48,11883.611
49,6026.6514
50,8429.505
51,7180.4644
52,8762.784
53,6501.22
54,9125.124
55,4373.15
56,5008.4014
57,5786.3228
58,5874.61
59,8787.059
60,7840.235
61,5574.3286
62,7672.2397
63,6882.1655
64,9554.123
65,3996.1248
66,13114.977
67,4655.14
68,6091.8174
69,7967.741
70,4620.016
71,6575.6567
72,6396.1733
73,7339.6465
74,5639.6177
75,5544.7207
76,7432.0156
77,7501.7695
78,6590.419
79,5193.625
80,7388.149
81,11351.477
82,6225.145
83,4273.547
84,6741.9683
85,5860.3477
86,5615.9854
87,7372.9146
88,4092.514
89,7933.4717
90,6105.5093
91,6987.681
92,7121.7256
93,4959.61
94,5594.5107
95,5075.584
96,7878.4106
97,8811.785
98,5242.2363
99,4616.5303
100,7013.5464
101,6103.6587
102,5180.198
103,8276.41
104,6989.646
105,7469.7905
106,5546.8027
107,4575.067
108,6346.769
109,6992.5693
110,7645.2188
111,8451.316
112,7985.282
113,5696.093
114,8724.032
115,5891.412
116,6664.3125
117,9029.025
118,6996.7505
119,9967.472
120,8338.243
121,7321.4976
122,5687.908
123,7317.0913
124,7726.542
125,6682.243
126,3952.394
127,5105.379
128,8041.5957
129,5995.9473
130,4282.082
131,8752.754
132,6809.019
133,5847.268
134,6037.2544
135,5223.781
136,7092.862
137,7413.6694
138,6536.309
139,5566.249
140,5245.9014
141,6428.8384
142,4100.7935
143,6129.853
144,5260.2715
145,8877.849
146,7687.511
147,6728.9688
148,12053.332
149,5168.897
150,5030.042
151,10522.074
152,7145.022
153,8455.814
154,7844.998
155,5399.6675
156,6199.118
157,5535.058
158,8395.423
159,10692.931
160,5737.1313
161,3340.1785
162,4665.8916
163,8290.232
164,9216.536
165,6362.901
166,7092.5156
167,4938.674
168,5449.688
169,3189.5044
170,4940.6577
171,5978.4663
172,7472.1836
173,6863.6426
174,6520.751
175,8472.497
176,9273.135
177,7667.29
178,4998.9976
179,9493.725
180,10563.04
181,5548.8896
182,7867.8633
183,5383.8057
184,6539.279
185,4061.321
186,7037.739
187,5489.669
188,8934.732
189,7223.902
190,8629.55
191,7447.11
192,5452.668
193,8815.559
194,18652.86
195,10010.7
196,5356.422
197,3165.7131
198,6339.097
199,7696.532
200,5761.5537
201,13065.238
202,21087.361
203,3859.2363
204,5281.5107
205,8443.658
206,5034.538
207,8097.232
208,6370.8813
209,7858.2427
210,4044.7024
211,6733.7217
212,6030.9326
213,6993.091
214,9183.553
215,6253.146
216,5781.0586
217,7602.2734
218,5459.4863
219,4932.0933
220,7949.5605
221,5550.885
222,5755.2495
223,7393.307
224,5823.445
225,5617.804
226,6959.7783
227,7230.995
228,8010.12
229,6765.5674
230,7004.5957
231,5395.2515
232,3704.5435
233,6124.498
234,6278.2207
235,6083.205
236,4711.159
237,8258.362
238,6879.4556
239,10127.289
240,6963.212
241,5465.5596
242,5221.6064
243,4239.11
244,10025.372
245,5122.8276
246,7754.538
247,14311.9
248,7404.7993
249,6936.9854
250,5016.1226
251,4511.959
252,7641.2573
253,4135.4355
254,5317.797
255,10639.889
256,5457.532
257,15147.935
258,13787.24
259,4935.2773
260,6694.5776
261,4919.575
262,6602.108
263,5722.271
264,11103.384
265,8163.8994
266,9577.47
267,4572.9644
268,7344.0405
269,5198.125
270,8564.457
271,6706.4624
272,6203.956
273,6452.698
274,6246.033
275,8276.506
276,9174.721
277,6506.057
278,10003.3
279,6591.6187
280,9785.884
281,4786.3184
282,5539.663
283,5203.338
284,10647.1875
285,5980.1255
286,8006.603
287,6670.353
288,9154.96
289,4536.4697
290,8335.367
291,6245.043
292,4200.3774
293,13192.781
294,16170.646
295,7289.537
296,6780.132
297,8918.231
298,10707.747
299,11790.387
300,5700.4795
301,7671.045
302,5654.961
303,9153.86
304,4205.4336
305,5717.1016
306,5719.192
307,5901.6396
308,7025.6445
309,5128.092
310,4583.6987
311,7290.722
312,4115.083
313,4946.371
314,5929.438
315,6791.3105
316,9684.077
317,8459.61
318,7619.2764
319,6305.556
320,6397.2573
321,11392.914
322,7293.085
323,5520.6807
324,4746.009
325,8492.382
326,4392.4287
327,7607.6084
328,3510.0469
329,5290.1973
330,7282.1304
331,6123.266
332,5059.2197
333,8095.4307
334,9877.835
335,12389.852
336,5632.5137
337,9991.939
338,3200.983
339,5596.2437
340,7092.447
341,4625.7476
342,7248.7285
343,4958.0117
344,5184.223
345,8877.545
346,10896.161
347,8989.555
348,5345.459
349,4777.843
350,8262.432
351,8491.297
352,5897.755
353,5274.0635
354,7030.634
355,9435.369
356,4779.6826
357,6450.8696
358,7943.833
359,8153.7505
360,12156.172
361,4743.3203
362,12439.527
363,6837.3525
364,5049.3584
365,3717.5437
366,6043.859
367,6151.9897
368,5852.326
369,7340.982
370,4868.491
371,4444.304
372,7432.65
373,3405.7627
374,8287.914
375,7445.3423
376,7872.725
377,9143.729
378,5582.086
379,8518.34
380,6802.5317
381,5721.3613
382,5674.6025
383,5018.009
384,9366.095
385,6530.136
386,5104.2686
387,7397.8335
388,8443.408
389,7251.2754
390,5752.3584
391,8233.973
392,5439.7437
393,6095.4463
394,6172.554
395,9009.465
396,6312.7344
397,6071.7217
398,5685.397
399,5076.755
400,3784.7432
401,5279.867
402,8366.706
403,8760.6875
404,10577.451
405,10806.105
406,7883.8154
407,4486.664
408,4956.679
409,11765.916
410,11456.921
411,7186.844
412,8458.652
413,7958.879
414,6314.2393
415,4150.0225
416,10991.997
417,6367.372
418,6806.3286
419,6303.7793
420,2607.8843
421,10988.702
422,5702.1045
423,5504.692
424,5089.1846
425,5913.2104
426,6270.6514
427,7721.842
428,6875.439
429,5315.9224
430,4663.3457
431,4061.3484
432,2959.6985
433,7023.106
434,18236.395
435,4376.556
436,5798.975
437,6757.9272
438,5785.709
439,5201.981
440,5044.8867
441,4053.637
442,7646.214
443,7129.539
444,4064.21
445,9088.916
446,5612.1465
447,4307.085
448,9039.839
449,7439.2764
450,9133.133
451,5465.094
452,6701.041
453,4949.2837
454,4716.079
455,14488.999
456,9501.049
457,6405.595
458,5022.683
459,4906.4204
460,5786.815
461,4762.6626
462,9675.044
463,4855.7812
464,5888.944
465,7595.5796
466,4891.503
467,6424.218
468,7675.292
469,7137.4106
470,7507.664
471,4127.6006
472,5783.636
473,6594.105
474,8687.327
475,8565.193
476,7275.779
477,4571.003
478,8078.0674
479,6149.1724
480,4491.9346
481,6950.7007
482,6918.8936
483,6580.9287
484,6206.5005
485,6167.9854
486,5946.84
487,5678.759
488,7426.7007
489,6842.1763
490,5606.661
491,8644.318
492,6014.6504
493,4721.218
494,12274.854
495,5743.9927
496,3853.6353
497,7620.8223
498,8898.156
499,10256.048
500,5308.8887
501,5771.139
502,6097.909
503,7604.6807
504,6157.0615
505,8361.128
506,3181.8196
507,6170.7344
508,5856.2925
509,5411.966
510,5326.665
511,6790.9375
512,8749.814
513,5681.583
514,7803.3467
515,7543.5996
516,8425.372
517,4638.0396
518,6738.894
519,6862.269
520,8199.399
521,8000.4453
522,4071.3672
523,8698.604
524,6869.446
525,7608.4116
526,4628.461
527,3424.2642
528,7755.643
529,5458.1455
530,9459.004
531,6862.681
532,5937.5786
533,8432.532
534,6660.5005
535,6274.9785
536,8184.2373
537,5901.406
538,8794.661
539,10849.008
540,7696.559
541,4358.2905
542,5647.8457
543,4510.9463
544,0.0
545,7927.577
546,5443.1304
547,7967.5093
548,4660.097
549,6973.7007
550,5926.7427
551,8764.267
552,5197.75
553,5525.3066
554,6010.7036
555,6933.418
556,4515.4385
557,7127.3716
558,7608.041
559,9267.612
560,7967.745
561,6852.7104
562,5718.906
563,4708.858
564,5300.091
565,10731.791
566,9269.92
567,5842.8057
568,15324.446
569,5799.807
570,5250.48
571,5762.4297
572,8803.607
573,9845.85
574,7375.7754
575,8169.3374
576,7959.047
577,7455.9863
578,6885.9546
579,5808.4995
580,4446.907
581,5188.957
582,4141.5703
583,5164.084
584,8871.413
585,15825.991
586,7242.5576
587,4881.387
588,7293.665
589,4301.907
590,5880.951
591,4201.076
592,8784.238
593,6425.1445
594,5925.106
595,12716.0
596,12487.883
597,5655.5635
598,6622.945
599,3862.8015
600,5208.3193
601,5563.4165
602,8117.9697
603,4988.8115
604,4581.322
605,5997.9463
606,5496.8223
607,6849.274
608,7298.4644
609,3615.9795
610,7079.2197
611,8256.352
612,7281.814
613,4800.456
614,4488.7666
615,8019.622
616,5094.2646
617,9635.615
618,4483.7803
619,5011.1763
620,6969.082
621,5770.36
622,4553.8887
623,5109.5674
624,6603.2246
625,9194.627
626,9559.108
627,5737.3433
628,3843.5752
629,5817.976
630,6473.2515
631,4928.122
632,6628.085
633,5934.018
634,11275.92
635,7173.1455
636,6079.2925
637,7294.167
638,5091.947
639,9173.097
640,5450.0996
641,13046.885
642,6338.67
643,5525.4434
644,5213.923
645,4436.061
646,7379.89
647,17562.05
648,4243.236
649,4819.1284
650,9655.605
651,6196.6
652,6959.266
653,8315.366
654,6129.2427
655,4918.587
656,4548.117
657,9486.43
658,6136.14
659,7487.09
660,7738.4844
661,4913.1343
662,6638.1484
663,6529.2837
664,3613.145
665,7980.0776
666,8505.244
667,4673.714
668,8083.3335
669,7281.894
670,4572.0176
671,9539.418
672,6560.131
673,8301.267
674,4823.97
675,5098.8794
676,6224.5366
677,0.0
678,7888.4277
679,4124.5264
680,6045.858
681,4781.3975
682,5751.3687
683,6464.973
684,6778.314
685,6956.5244
686,8661.041
687,5950.253
688,6512.846
689,6732.6743
690,8172.899
691,9862.629
692,6499.043
693,3434.3528
694,6256.615
695,7271.307
696,4267.952
697,11216.891
698,5669.7305
699,6172.604
700,9931.727
701,6668.077
702,4213.3438
703,11293.84
704,10062.909
705,5455.142
706,8058.2495
707,9909.322
708,5786.4946
709,5520.1475
710,6737.5415
711,5898.7734
712,6749.2183
713,7397.1187
714,4821.62
715,6035.328
716,8018.9526
717,6705.6357
718,7861.286
719,5744.0435
720,6129.337
721,3666.4172
722,7786.68
723,6770.5303
724,5819.195
725,6719.5923
726,7443.864
727,9165.45
728,6097.8335
729,5516.9775
730,6367.9717
731,7172.36
732,6381.792
733,4346.3896
734,4235.2783
735,7765.3926
736,7667.6396
737,5691.332
738,8329.521
739,5801.581
740,6184.5176
741,5083.1333
742,3532.2395
743,6757.6943
744,6680.9805
745,6815.045
746,8811.008
747,7684.1655
748,5153.5776
749,8301.372
750,4225.567
751,3511.517
752,7843.294
753,12479.156
754,8066.1274
755,7050.4023
756,4600.419
757,6645.236
758,7675.7153
759,5916.603
760,8957.649
761,4410.4546
762,4593.3438
763,5627.84
764,5880.4907
765,5646.7173
766,5328.5386
767,5085.689
768,4273.836
769,7447.725
770,7240.841
771,5514.165
772,5773.0283
773,7232.845
774,5683.9277
775,4810.581
776,9363.107
777,6812.835
778,5749.396
779,3718.2888
780,11609.648
781,6284.7217
782,5712.6104
783,8375.709
784,6941.198
785,7148.478
786,5841.3945
787,7269.4614
788,9706.862
789,12472.703
790,4906.0063
791,4847.4707
792,5392.4546
793,6045.8813
794,5595.842
795,7849.667
796,8459.573
797,6268.8315
798,4110.2983
799,6070.448
800,7777.57
801,5094.121
802,7330.0234
803,4190.505
804,7763.409
805,8329.079
806,7111.5415
807,8703.67
808,6075.948
809,4342.753
810,6259.8687
811,7634.071
812,8838.911
813,7329.126
814,8405.803
815,6318.495
816,4659.2744
817,9599.51
818,4562.779
819,10600.855
820,5953.9663
821,4381.6597
822,6969.555
823,6281.363
824,6756.6636
825,7912.428
826,4093.9377
827,4718.879
828,7388.5557
829,8195.075
830,10261.195
831,5518.019
832,5649.2505
833,5467.429
834,6616.9634
835,5675.914
836,9777.497
837,8224.91
838,11799.471
839,4544.962
840,5845.2275
841,0.0
842,7160.335
843,4994.1807
844,10188.227
845,6927.41
846,5870.345
847,5207.81
848,4894.8174
849,5208.0127
850,6243.339
851,5004.8467
852,4820.3535
853,8940.791
854,6489.0933
855,21672.479
856,7157.977
857,4371.678
858,7236.115
859,8934.023
860,6967.8
861,6921.2036
862,5783.3364
863,7554.736
864,8112.266
865,4919.499
866,5614.705
867,7059.0435
868,8607.37
869,6801.429
870,9137.851
871,5283.4844
872,4664.9414
873,5819.276
874,9522.843
875,9967.863
876,9231.535
877,7948.8086
878,4418.9595
879,5797.97
880,4515.8555
881,7749.2485
882,11118.793
883,9251.979
884,6064.1816
885,5270.0347
886,3777.1614
887,5650.4316
888,10386.573
889,6396.949
890,5502.6914
891,5162.9434
892,8043.4824
893,3616.39
894,7786.4175
895,4465.8984
896,6287.5166
897,6005.557
898,5411.969
899,7987.779
900,6731.269
901,4932.1997
902,6780.3804
903,7513.93
904,11572.257
905,6092.137
906,8742.738
907,7379.111
908,8770.045
909,6524.9517
910,9104.801
911,4653.42
912,5110.904
913,5689.125
914,5974.991
915,8578.579
916,7875.437
917,5814.9526
918,7808.534
919,6967.636
920,9499.881
921,3840.1125
922,13008.164
923,4454.8877
924,6132.2197
925,7610.678
926,4881.6484
927,6553.8994
928,6083.7915
929,7339.5234
930,5474.489
931,5582.9814
932,7245.284
933,7559.799
934,6369.6885
935,5426.957
936,7469.8584
937,10927.667
938,6367.8013
939,4349.028
940,6776.987
941,5890.0693
942,5609.406
943,7266.4937
944,3906.5356
945,8162.705
946,6226.631
947,7021.709
948,6941.0127
949,4704.0557
950,5397.353
951,5157.3486
952,7863.303
953,8957.348
954,5316.479
955,4452.0312
956,6946.9976
957,6150.5835
958,5318.8545
959,8252.101
960,6988.9404
961,7589.2886
962,5618.83
963,4380.894
964,6725.5938
965,6766.3286
966,7879.49
967,8161.2026
968,7719.8833
969,5614.927
970,8744.658
971,5930.77
972,6767.0938
973,8799.635
974,6820.702
975,9992.025
976,8193.295
977,7507.431
978,5688.2
979,6992.371
980,7725.864
981,6989.2554
982,4026.3625
983,4852.8213
984,8354.877
985,5809.8403
986,4138.9604
987,8628.435
988,6706.167
989,5903.061
990,6130.2363
991,5030.4873
992,6993.389
993,7492.366
994,6708.711
995,5566.6445
996,5605.0903
997,6227.199
998,4151.586
999,6234.9287
1000,5321.4346
1001,8931.913
1002,7883.8394
1003,6840.5527
